2606,506
1048,8175
1018,3738
663,7205
123,5055
76,29529
70,79279
65,32439
64,68609
64,68609
50,06919
50,06919
50,06919
50,06919
50,06919
50,06919
50,06919
42,79259
38,87059
38,87059
38,61379
38,61379
38,61379
38,61379
38,61379
33,48199
33,48199
32,9771
32,9771
32,9771
32,9771
32,9771
18,8603
18,26
18,26
18,26
18,26
18,26
18,26
18,26
17,26
17,26
17,26
17,26
17,26
17,26
17,26
17,26
17,26
17,26
17,26
17,26
17,26
17,26
17,26
17,26
17,26
17,26
17,26
17,26
17,26
17,26
17,26
17,26
17,26
17,26
17,26
17,26
17,26
17,26
17,26
17,26
17,26
17,26
17,26
17,26
17,26
17,26
17,26
17,26
17,26
17,26
17,26
17,26
17,26
17,26
17,26
17,26
17,26
17,26
17,26
17,26
17,26
17,26
17,26
17,26
17,26
17,26
17,26
17,26
