3275,2927
2936,7489
2232,8338
1875,08
383,8225
95,10729
86,58769
67,30629
62,70609
62,70609
48,24929
47,2273
36,1896
36,1896
36,1896
36,1896
36,1896
36,1896
36,1896
36,1896
36,1896
36,1896
36,1896
36,1896
36,1896
36,1896
36,1896
36,1896
26,9245
26,5771
26,5771
26,5771
26,5771
26,5771
23,0367
23,0367
23,0367
16,4308
16,4308
16,4308
16,4308
16,4308
16,4308
16,4308
16,4308
16,4308
16,4308
16,4308
16,4308
16,4308
16,4308
16,4308
16,4308
16,4308
16,4308
16,4308
16,4308
16,4308
16,4308
16,4308
16,4308
16,4308
16,4308
16,4308
16,4308
16,4308
16,4308
16,4308
16,4308
16,4308
16,4308
16,4308
16,4308
16,4308
16,4308
16,4308
16,4308
16,4308
16,4308
16,4308
16,4308
16,4308
16,4308
16,4308
16,4308
16,4308
16,4308
16,4308
16,4308
16,4308
16,4308
16,4308
16,4308
16,4308
16,4308
16,4308
16,4308
16,4308
16,4308
16,4308
