169,0228
107,97699
105,09648
105,09648
105,09648
105,09648
105,09648
105,09648
105,09648
105,09648
50,70239
48,14949
43,21429
40,30109
40,30109
40,30109
40,30109
40,30109
40,30109
40,30109
40,30109
40,30109
40,30109
31,978
21,0056
21,0056
21,0056
21,0056
21,0056
21,0056
21,0056
21,0056
21,0056
21,0056
19,24
19,24
19,24
19,24
19,24
19,24
18,64
17,4973
17,4973
17,4973
17,4973
17,4973
17,4973
17,4973
17,4973
17,4973
17,4973
17,4973
17,4973
17,4973
17,3939
17,1259
17,1259
17,1259
17,1259
17,1259
17,0225
17,0225
17,0225
17,0225
17,0225
17,0225
17,0225
17,0225
17,0225
17,0225
17,0225
17,0225
17,0225
17,0225
17,0225
17,0225
17,0225
17,0225
17,0225
17,0225
17,0225
17,0225
17,0225
17,0225
17,0225
17,0225
17,0225
17,0225
17,0225
17,0225
17,0225
17,0225
17,0225
17,0225
17,0225
17,0225
17,0225
17,0225
17,0225
17,0225
