191,6251
191,6251
191,6251
191,6251
191,6251
174,2002
174,2002
40,9181
34,1561
34,1561
34,1561
29,5
29,5
29,5
29,5
29,5
29,5
29,5
29,5
29,5
29,22
29,22
28,7
28,7
28,7
28,7
23,7
19,7
15,86
15,86
15,86
15,86
15,86
15,86
15,86
15,86
15,86
15,86
15,86
14,82
14,82
14,82
14,24
14,24
14,24
14,24
14,24
14,24
14,24
14,24
14,24
14,24
14,24
14,24
14,24
14,24
14,24
14,24
14,24
14,24
14,24
14,24
14,24
14,24
14,24
14,24
14,24
14,24
14,24
14,24
14,24
14,24
14,24
14,24
14,24
14,24
14,24
14,24
14,24
14,24
14,24
14,24
14,24
14,24
14,24
14,24
14,24
14,24
14,24
14,24
14,24
14,24
14,24
14,24
14,24
14,24
14,24
14,24
14,24
14,24
