2761,9145
2404,8518
2163,3233
1508,82
72,8543
57,5704
51,3999
51,3999
51,3999
51,3999
45,828
45,828
45,828
45,828
45,828
45,3202
45,3202
45,3202
45,3202
45,3202
45,3202
45,0872
41,505
32,2885
13,8
12,5034
12,5034
12,5034
10,44
10,44
10,44
10,44
10,44
10,44
10,44
10,44
10,44
10,44
10,44
10,44
10,44
10,44
10,44
10,44
10,44
10,44
10,44
10,44
10,44
10,44
10,44
10,44
10,44
10,44
10,44
10,44
10,44
10,44
10,44
10,44
10,44
10,44
10,44
10,44
10,44
10,44
10,44
10,44
10,44
10,44
10,44
10,44
10,44
10,44
10,44
10,44
10,44
10,44
10,44
10,44
10,44
10,44
10,44
10,44
10,44
10,44
10,44
10,44
10,44
10,44
10,44
10,44
10,44
10,44
10,44
10,44
10,42
10,42
10,42
10,42
