1782,48
1217,88
919,24
637,9187
276,7703
48,3456
37,8444
37,8444
36,0483
30,8386
29,0975
28,4382
28,4382
26,413
26,3781
26,3781
26,3781
26,3781
26,3781
26,3781
19,1738
19,1738
19,1738
19,1738
19,1738
19,1738
19,1738
19,1359
19,1359
19,1359
19,1359
19,1359
19,1359
19,1359
19,1359
19,1359
19,1359
19,1359
19,1359
19,1359
19,1359
19,1359
19,1359
18,4524
18,4524
18,4524
18,4524
18,4524
17,98
17,98
17,98
17,98
17,98
17,98
17,98
17,98
17,98
17,98
17,98
17,98
17,98
14,62
14,62
14,62
14,62
14,62
14,62
14,62
14,62
14,62
14,62
14,62
14,62
14,62
14,62
14,62
14,62
14,62
14,62
14,62
14,62
14,62
14,62
14,62
14,62
14,62
14,62
14,62
14,62
14,62
14,62
14,62
14,62
14,62
14,62
14,62
14,62
14,62
14,62
14,62
