191,6251
191,6251
191,6251
191,6251
191,6251
174,2002
174,2002
40,9181
34,1561
33,7926
30,1529
29,5
29,5
29,5
29,5
29,5
29,5
29,5
29,5
29,5
29,22
29,22
28,7
28,26
28,12
28,12
23,7
19,7
15,86
15,86
15,86
15,86
15,2
15,2
15,2
15,2
15,2
15,2
15,2
14,82
14,82
14,82
14,24
14,24
14,24
14,24
14,24
14,24
14,24
14,24
14,24
14,24
14,24
14,24
14,24
14,24
14,24
14,24
14,24
14,24
14,24
14,24
14,24
14,24
14,24
14,24
14,24
14,24
14,24
14,24
14,24
14,24
14,24
14,24
14,24
14,24
14,24
14,24
14,24
14,24
14,24
14,24
14,24
14,24
14,24
14,24
14,24
14,24
14,24
14,24
14,24
14,24
14,24
14,24
14,24
14,24
14,24
14,24
14,24
14,24
