3019,6494
2299,512
809,5026
294,6342
65,1969
60,2293
60,2293
50,9678
43,8114
43,8114
43,8114
43,2173
41,6369
41,0221
41,0221
41,0221
41,0221
41,0221
41,0221
41,0221
39,0074
38,53919
38,53919
38,53919
38,53919
38,53919
38,53519
38,11959
37,56839
37,56839
37,56839
37,44339
37,44339
37,44339
37,44339
37,44339
37,44339
37,44339
37,44339
37,44339
37,44339
37,44339
20,0319
19,9973
19,9973
19,9567
19,9567
19,9567
19,24
19,24
19,24
19,24
19,24
19,24
19,24
19,24
19,24
19,24
19,24
19,24
19,08
19,08
19,08
19,08
19,08
19,08
19,08
19,08
19,08
19,08
19,08
19,08
19,08
19,08
19,08
19,08
19,08
19,08
19,08
19,08
19,08
19,08
19,08
19,08
19,08
19,08
19,08
19,08
19,08
19,08
19,08
19,08
19,08
19,08
19,08
19,08
19,08
19,08
19,08
19,08
