1741,5
1459,444
1444,0789
825,3726
601,6657
46,2263
46,2263
37,8344
34,5253
31,1653
31,1653
30,119
29,6446
21,6901
21,6901
21,6901
21,6901
21,6901
21,6901
21,6901
19,5192
18,4112
18,4112
18,4112
18,4112
18,4112
15,8756
15,8756
15,189
15,189
15,189
15,189
15,189
15,189
15,189
15,189
15,189
15,189
15,189
15,189
15,189
15,189
15,189
15,189
15,189
15,189
15,189
15,189
15,189
15,189
15,189
15,189
15,189
15,189
15,189
15,189
15,189
15,189
15,189
15,189
15,189
15,189
15,189
15,189
15,189
15,189
15,189
15,189
15,189
15,189
15,189
15,189
15,189
15,189
15,189
15,189
15,189
15,189
15,189
15,189
15,189
15,189
15,189
15,189
15,189
15,189
15,189
15,189
15,189
15,189
15,189
15,189
15,189
15,189
15,189
15,189
15,189
15,189
15,189
15,189
